Match,TeamInnings,Battingposition,batsmanName,Runs,Balls,Fours,Sixes,SR,Out_Status,Matchlink
PBKS vs RR,PBKS,4,Shashank Singh,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-punjab-kings-65th-match-1426303/full-scorecard
PBKS vs RR,PBKS,5,Sam Curran (c),63,41,5,3,153.65,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-punjab-kings-65th-match-1426303/full-scorecard
PBKS vs RR,PBKS,6,Jitesh Sharma,22,20,0,2,110.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-punjab-kings-65th-match-1426303/full-scorecard
PBKS vs RR,PBKS,7,Ashutosh Sharma,17,11,1,1,154.54,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-punjab-kings-65th-match-1426303/full-scorecard
DC vs LSG,DC,1,Jake Fraser-McGurk,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
DC vs LSG,DC,2,Abishek Porel,58,33,5,4,175.75,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
DC vs LSG,DC,3,Shai Hope,38,27,3,2,140.74,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
DC vs LSG,DC,4,Rishabh Pant (c),33,23,5,0,143.47,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
DC vs LSG,DC,5,Tristan Stubbs,57,25,3,4,228.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
DC vs LSG,DC,6,Axar Patel,14,10,2,0,140.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,1,Quinton de Kock ,12,8,2,0,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,2,KL Rahul (c),5,3,1,0,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,3,Marcus Stoinis,5,7,1,0,71.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,4,Deepak Hooda,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,5,Nicholas Pooran,61,27,6,4,225.92,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,6,Ayush Badoni,6,9,0,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,7,Krunal Pandya,18,18,2,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,8,Arshad Khan,58,33,3,5,175.75,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,9,Yudhvir Singh,14,7,1,1,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,10,Ravi Bishnoi,2,2,0,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
LSG vs DC,LSG,11,Naveen-ul-Haq,2,4,0,0,50.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-lucknow-super-giants-64th-match-1426302/full-scorecard
RCB vs DC,RCB,1,Virat Kohli,27,13,1,3,207.69,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RCB vs DC,RCB,2,Faf du Plessis (c),6,7,1,0,85.71,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RCB vs DC,RCB,3,Will Jacks,41,29,3,2,141.37,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RCB vs DC,RCB,4,Rajat Patidar,52,32,3,3,162.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RCB vs DC,RCB,5,Cameron Green,32,24,1,2,133.33,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RCB vs DC,RCB,6,Mahipal Lomror,13,8,0,1,162.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RCB vs DC,RCB,7,Dinesh Karthik ,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RCB vs DC,RCB,8,Swapnil Singh,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RCB vs DC,RCB,9,Karn Sharma,6,4,1,0,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RCB vs DC,RCB,10,Mohammed Siraj,0,0,0,0,-,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,1,David Warner,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,2,Jake Fraser-McGurk,21,8,2,2,262.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,3,Abishek Porel ,2,3,0,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,4,Shai Hope,29,23,4,0,126.08,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,5,Kumar Kushagra,2,3,0,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,6,Axar Patel (c),57,39,5,3,146.15,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,7,Tristan Stubbs,3,4,0,0,75.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,8,Rasikh Salam,10,12,1,0,83.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,9,Kuldeep Yadav,6,10,0,0,60.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,10,Mukesh Kumar,3,7,0,0,42.85,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
DC vs RCB,DC,11,Ishant Sharma,0,4,0,0,0.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-1426300/full-scorecard
RR vs CSK,RR,1,Yashasvi Jaiswal,24,21,3,1,114.28,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
RR vs CSK,RR,2,Jos Buttler,21,25,2,0,84.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
RR vs CSK,RR,3,Sanju Samson (c),15,19,0,0,78.94,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
RR vs CSK,RR,4,Riyan Parag,47,35,1,3,134.28,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
RR vs CSK,RR,5,Dhruv Jurel,28,18,1,2,155.55,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
RR vs CSK,RR,6,Shubham Dubey,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
RR vs CSK,RR,7,Ravichandran Ashwin,1,1,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
CSK vs RR,CSK,1,Rachin Ravindra,27,18,1,2,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
CSK vs RR,CSK,2,Ruturaj Gaikwad (c),42,41,1,2,102.43,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
CSK vs RR,CSK,3,Daryl Mitchell,22,13,4,0,169.23,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
CSK vs RR,CSK,4,Moeen Ali,10,13,0,0,76.92,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
CSK vs RR,CSK,5,Shivam Dube,18,11,2,1,163.63,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
CSK vs RR,CSK,6,Ravindra Jadeja,5,6,0,0,83.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
CSK vs RR,CSK,7,Sameer Rizvi,15,8,3,0,187.50,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-rajasthan-royals-61st-match-1426299/full-scorecard
KKR vs MI,KKR,1,Phil Salt ,6,5,0,1,120.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
KKR vs MI,KKR,2,Sunil Narine,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
KKR vs MI,KKR,3,Venkatesh Iyer,42,21,6,2,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
KKR vs MI,KKR,4,Shreyas Iyer (c),7,10,1,0,70.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
KKR vs MI,KKR,5,Nitish Rana,33,23,4,1,143.47,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
KKR vs MI,KKR,6,Andre Russell,24,14,2,2,171.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
KKR vs MI,KKR,7,Rinku Singh,20,12,0,2,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
KKR vs MI,KKR,8,Ramandeep Singh,17,8,1,1,212.50,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
KKR vs MI,KKR,9,Mitchell Starc,2,2,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,1,Ishan Kishan ,40,22,5,2,181.81,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,2,Rohit Sharma,19,24,1,1,79.16,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,3,Suryakumar Yadav,11,14,1,0,78.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,4,Tilak Varma,32,17,5,1,188.23,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,5,Hardik Pandya (c),2,4,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,6,Tim David,0,3,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,7,Nehal Wadhera,3,3,0,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,8,Naman Dhir,17,6,1,2,283.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,9,Anshul Kamboj,2,2,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
MI vs KKR,MI,10,Piyush Chawla,1,2,0,0,50.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-mumbai-indians-60th-match-1426298/full-scorecard
GT vs CSK,GT,1,Sai Sudharsan,103,51,5,7,201.96,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
GT vs CSK,GT,2,Shubman Gill (c),104,55,9,6,189.09,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
GT vs CSK,GT,3,David Miller,16,11,1,0,145.45,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
GT vs CSK,GT,4,M Shahrukh Khan,2,3,0,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,1,Ajinkya Rahane,1,5,0,0,20.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,2,Rachin Ravindra,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,3,Ruturaj Gaikwad (c),0,3,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,4,Daryl Mitchell,63,34,7,3,185.29,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,5,Moeen Ali,56,36,4,4,155.55,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,6,Shivam Dube,21,13,2,1,161.53,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,7,Ravindra Jadeja,18,10,2,1,180.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,8,MS Dhoni ,26,11,1,3,236.36,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,9,Mitchell Santner,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
CSK vs GT,CSK,10,Shardul Thakur,3,4,0,0,75.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-chennai-super-kings-59th-match-1426297/full-scorecard
RCB vs PBKS,RCB,1,Virat Kohli,92,47,7,6,195.74,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
RCB vs PBKS,RCB,2,Faf du Plessis (c),9,7,2,0,128.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
RCB vs PBKS,RCB,3,Will Jacks,12,7,1,1,171.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
RCB vs PBKS,RCB,4,Rajat Patidar,55,23,3,6,239.13,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
RCB vs PBKS,RCB,5,Cameron Green,46,27,5,1,170.37,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
RCB vs PBKS,RCB,6,Dinesh Karthik ,18,7,1,2,257.14,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
RCB vs PBKS,RCB,7,Mahipal Lomror,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
RCB vs PBKS,RCB,8,Swapnil Singh,1,1,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
PBKS vs RCB,PBKS,1,Prabhsimran Singh,6,4,1,0,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
PBKS vs RCB,PBKS,2,Jonny Bairstow ,27,16,4,1,168.75,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
PBKS vs RCB,PBKS,3,Rilee Rossouw,61,27,9,3,225.92,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-royal-challengers-bengaluru-58th-match-1426296/full-scorecard
