Match,Team,Bowler,Overs,Maidens,Runs,Wickets,Economy,Dots,Fours,Sixes,WD,NB,Matchlink
PBKS vs GT,GT,Sam Curran,2.0,0,18,1,9.0,4,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
PBKS vs GT,GT,Harpreet Brar,4.0,0,35,0,8.75,7,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
PBKS vs GT,GT,Liam Livingstone,4.0,0,19,2,4.75,9,1,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
RCB vs KKR,KKR,Mohammed Siraj,4.0,0,40,1,10.0,13,4,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
RCB vs KKR,KKR,Yash Dayal,4.0,0,56,2,14.0,7,9,1,3,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
RCB vs KKR,KKR,Lockie Ferguson,4.0,0,47,1,11.75,3,5,2,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
RCB vs KKR,KKR,Karn Sharma,4.0,0,33,0,8.25,7,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
RCB vs KKR,KKR,Cameron Green,4.0,0,35,2,8.75,9,6,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
KKR vs RCB,RCB,Harshit Rana,4.0,0,33,2,8.25,9,2,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
KKR vs RCB,RCB,Mitchell Starc,3.0,0,55,1,18.33,6,2,7,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
KKR vs RCB,RCB,Varun Chakravarthy,4.0,0,36,1,9.0,11,5,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
KKR vs RCB,RCB,Sunil Narine,4.0,0,34,2,8.5,11,2,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
KKR vs RCB,RCB,Suyash Sharma,2.0,0,33,0,16.5,2,2,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
KKR vs RCB,RCB,Andre Russell,3.0,0,25,3,8.33,10,3,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-1426274/full-scorecard
DC vs SRH,SRH,Khaleel Ahmed,3.0,0,51,0,17.0,4,4,5,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
DC vs SRH,SRH,Lalit Yadav,2.0,0,41,0,20.5,2,2,5,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
DC vs SRH,SRH,Anrich Nortje,3.0,0,31,0,10.33,6,4,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
DC vs SRH,SRH,Kuldeep Yadav,4.0,0,55,4,13.75,8,0,7,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
DC vs SRH,SRH,Mukesh Kumar,4.0,0,57,1,14.25,4,7,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
DC vs SRH,SRH,Axar Patel,4.0,0,29,1,7.25,4,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
SRH vs DC,DC,Washington Sundar,2.0,0,46,1,23.0,2,7,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
SRH vs DC,DC,Bhuvneshwar Kumar,4.0,0,33,1,8.25,10,5,0,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
SRH vs DC,DC,Pat Cummins,4.0,0,35,0,8.75,9,5,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
SRH vs DC,DC,T Natarajan,4.0,1,19,4,4.75,14,2,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
SRH vs DC,DC,Mayank Markande,2.0,0,26,2,13.0,3,0,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
SRH vs DC,DC,Shahbaz Ahmed,1.0,0,22,0,22.0,0,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
SRH vs DC,DC,Nitish Kumar Reddy,2.1,0,17,2,7.84,3,0,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
LSG vs CSK,CSK,Matt Henry,3.0,0,26,0,8.66,6,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
LSG vs CSK,CSK,Mohsin Khan,4.0,0,37,1,9.25,7,2,2,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
LSG vs CSK,CSK,Yash Thakur,4.0,0,45,1,11.25,6,6,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
LSG vs CSK,CSK,Krunal Pandya,3.0,0,16,2,5.33,6,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
LSG vs CSK,CSK,Ravi Bishnoi,4.0,0,44,1,11.0,6,3,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
LSG vs CSK,CSK,Marcus Stoinis,2.0,0,7,1,3.5,6,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,LSG,Deepak Chahar,3.0,0,26,0,8.66,8,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,LSG,Tushar Deshpande,4.0,0,42,0,10.5,9,5,1,4,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,LSG,Mustafizur Rahman,4.0,0,43,1,10.75,5,7,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,LSG,Ravindra Jadeja,3.0,0,32,0,10.66,1,4,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,LSG,Matheesha Pathirana,4.0,0,29,1,7.25,8,0,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,LSG,Moeen Ali,1.0,0,5,0,5.0,2,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
PBKS vs MI,MI,Liam Livingstone,2.0,0,16,0,8.0,4,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,MI,Arshdeep Singh,3.0,0,35,0,11.66,4,5,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,MI,Kagiso Rabada,4.0,0,42,1,10.5,7,3,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,MI,Harshal Patel,4.0,0,31,3,7.75,9,1,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,MI,Sam Curran,4.0,0,41,2,10.25,10,3,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,MI,Harpreet Brar,3.0,0,21,0,7.0,3,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,PBKS,Gerald Coetzee,4.0,0,32,3,8.0,13,5,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,PBKS,Jasprit Bumrah,4.0,0,21,3,5.25,13,1,1,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,PBKS,Akash Madhwal,3.1,0,46,1,14.52,7,2,4,4,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,PBKS,Hardik Pandya,4.0,0,33,1,8.25,9,1,2,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,PBKS,Shreyas Gopal,2.0,0,26,1,13.0,1,0,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,PBKS,Romario Shepherd,2.0,0,20,0,10.0,6,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
DC vs GT,GT,Khaleel Ahmed,4.0,1,18,1,4.5,16,3,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,GT,Ishant Sharma,2.0,0,8,2,4.0,9,1,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,GT,Mukesh Kumar,2.3,0,14,3,5.6,9,1,0,1,2,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,GT,Kuldeep Yadav,4.0,0,16,0,4.0,13,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,GT,Tristan Stubbs,1.0,0,11,2,11.0,3,2,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,GT,Axar Patel,4.0,0,17,1,4.25,13,1,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,DC,Sandeep Warrier,3.0,0,40,2,13.33,8,3,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,DC,Spencer Johnson,2.0,0,22,1,11.0,6,3,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,DC,Rashid Khan,2.0,0,12,1,6.0,6,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,DC,Noor Ahmad,1.5,0,14,0,7.63,6,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
RR vs KKR,KKR,Trent Boult,4.0,0,31,1,7.75,11,5,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,KKR,Avesh Khan,4.0,0,35,2,8.75,10,5,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,KKR,Kuldeep Sen,4.0,0,46,2,11.5,8,6,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,KKR,Yuzvendra Chahal,4.0,0,54,1,13.5,4,4,4,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,KKR,Ravichandran Ashwin,4.0,0,49,0,12.25,8,4,2,5,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,RR,Mitchell Starc,4.0,0,50,0,12.5,7,6,1,5,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,RR,Vaibhav Arora,3.0,0,45,1,15.0,4,5,3,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,RR,Harshit Rana,4.0,0,45,2,11.25,6,3,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,RR,Sunil Narine,4.0,0,30,2,7.5,12,1,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,RR,Varun Chakravarthy,4.0,0,36,2,9.0,11,5,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,RR,Andre Russell,1.0,0,17,0,17.0,0,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RCB vs SRH,SRH,Will Jacks,3.0,0,32,0,10.66,5,2,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,SRH,Reece Topley,4.0,0,68,1,17.0,3,6,5,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,SRH,Yash Dayal,4.0,0,51,0,12.75,5,3,3,3,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,SRH,Lockie Ferguson,4.0,0,52,2,13.0,8,2,6,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,SRH,Vijaykumar Vyshak,4.0,0,64,0,16.0,2,6,4,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,SRH,Mahipal Lomror,1.0,0,18,0,18.0,1,0,2,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,RCB,Abhishek Sharma,1.0,0,10,0,10.0,2,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,RCB,Bhuvneshwar Kumar,4.0,0,60,0,15.0,5,9,2,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,RCB,Shahbaz Ahmed,1.0,0,18,0,18.0,1,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,RCB,T Natarajan,4.0,0,47,1,11.75,6,2,3,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,RCB,Pat Cummins,4.0,0,43,3,10.75,10,4,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,RCB,Mayank Markande,4.0,0,46,2,11.5,5,1,4,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,RCB,Jaydev Unadkat,2.0,0,37,0,18.5,1,5,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
MI vs CSK,CSK,Mohammad Nabi,3.0,0,19,0,6.33,7,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,CSK,Gerald Coetzee,4.0,0,35,1,8.75,13,4,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,CSK,Jasprit Bumrah,4.0,0,27,0,6.75,8,2,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,CSK,Akash Madhwal,3.0,0,37,0,12.33,4,4,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,CSK,Shreyas Gopal,1.0,0,9,1,9.0,2,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,CSK,Hardik Pandya,3.0,0,43,2,14.33,6,4,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,CSK,Romario Shepherd,2.0,0,33,0,16.5,2,4,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,MI,Tushar Deshpande,4.0,0,29,1,7.25,9,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,MI,Mustafizur Rahman,4.0,0,55,1,13.75,5,4,4,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,MI,Shardul Thakur,4.0,0,35,0,8.75,9,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,MI,Ravindra Jadeja,4.0,0,37,0,9.25,8,5,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,MI,Matheesha Pathirana,4.0,0,28,4,7.0,12,4,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
KKR vs LSG,LSG,Mitchell Starc,4.0,0,28,3,7.0,13,5,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
KKR vs LSG,LSG,Vaibhav Arora,3.0,0,34,1,11.33,6,1,3,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
KKR vs LSG,LSG,Harshit Rana,4.0,0,35,0,8.75,9,4,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
KKR vs LSG,LSG,Sunil Narine,4.0,0,17,1,4.25,7,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
KKR vs LSG,LSG,Varun Chakravarthy,4.0,0,30,1,7.5,9,1,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
KKR vs LSG,LSG,Andre Russell,1.0,0,16,1,16.0,2,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,KKR,Shamar Joseph,4.0,0,47,0,11.75,12,4,2,3,3,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,KKR,Mohsin Khan,4.0,0,29,2,7.25,12,2,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,KKR,Krunal Pandya,1.0,0,14,0,14.0,1,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,KKR,Yash Thakur,2.0,0,25,0,12.5,3,5,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,KKR,Arshad Khan,2.0,0,24,0,12.0,5,5,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,KKR,Ravi Bishnoi,2.4,0,17,0,6.37,7,2,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
RR vs PBKS,PBKS,Trent Boult,4.0,0,22,1,5.5,11,2,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,PBKS,Kuldeep Sen,4.0,0,35,1,8.75,9,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,PBKS,Avesh Khan,4.0,0,34,2,8.5,8,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,PBKS,Yuzvendra Chahal,4.0,0,31,1,7.75,6,0,2,2,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,PBKS,Keshav Maharaj,4.0,0,23,2,5.75,8,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,RR,Arshdeep Singh,3.5,0,45,1,11.73,8,3,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,RR,Kagiso Rabada,4.0,0,18,2,4.5,14,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,RR,Sam Curran,4.0,0,25,2,6.25,9,3,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,RR,Liam Livingstone,3.0,0,21,1,7.0,9,2,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,RR,Harshal Patel,2.0,0,21,1,10.5,1,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,RR,Harpreet Brar,3.0,0,22,0,7.33,2,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
DC vs LSG,LSG,Khaleel Ahmed,4.0,0,41,2,10.25,11,5,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
DC vs LSG,LSG,Ishant Sharma,4.0,0,36,1,9.0,6,4,0,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
